Axe_Desc_first_purchase,channel_recruitment,first_purchase_discounted,customers,avg_first_basket,avg_90d_value,avg_12m_value,avg_margin_12m,repeat_rate,high_value_rate,omnichannel_rate,median_days_to_second,discount_label,first_category_display,channel_display,cohort_label,estimated_value_pool,decision,commercial_play,why_it_matters,owner,kpi
MAEK UP|SKINCARE|SKINCARE|SKINCARE|MAKE UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE,store,0,1,140.79,15.99,181.73000000000002,181.73000000000002,1.0,0.0,0.0,138.0,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,181.73000000000002,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAEK UP|MAKE UP|MAEK UP,estore,0,1,90.47,50.980000000000004,181.67,172.47,1.0,0.0,1.0,91.0,Full Price,Mixed Basket (Make Up + 4 others),Estore,Mixed Basket (Make Up + 4 others) / Estore / Full Price,181.67,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAEK UP|MAEK UP|SKINCARE|MAEK UP|HAIRCARE|MAEK UP|MAEK UP,store,0,1,181.45,181.45,181.45,181.45,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,181.45,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAEK UP|MAKE UP|MAKE UP|FRAGRANCE,store,0,1,175.4,181.39000000000001,181.39000000000001,181.39000000000001,1.0,0.0,0.0,68.0,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,181.39000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|MAKE UP|MAKE UP|SKINCARE|MAEK UP|MAEK UP|MAEK UP,store,0,1,101.85,181.32999999999998,181.32999999999998,173.32999999999998,1.0,0.0,0.0,4.0,Full Price,Mixed Basket (Skincare + 7 others),Store,Mixed Basket (Skincare + 7 others) / Store / Full Price,181.32999999999998,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAKE UP|SKINCARE|SKINCARE,estore,0,1,61.99,61.99,181.24,141.49,1.0,0.0,0.0,282.0,Full Price,Mixed Basket (Skincare + 3 others),Estore,Mixed Basket (Skincare + 3 others) / Estore / Full Price,181.24,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|FRAGRANCE|MAKE UP,store,1,1,180.97,180.97,180.97,175.97,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Discounted,180.97,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|FRAGRANCE|MAEK UP,store,0,1,180.9,180.9,180.9,180.9,0.0,0.0,0.0,,Full Price,Mixed Basket (Fragrance + 2 others),Store,Mixed Basket (Fragrance + 2 others) / Store / Full Price,180.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAKE UP|MAKE UP|MAKE UP,store,0,1,180.8,180.8,180.8,180.8,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,180.8,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAKE UP|SKINCARE|SKINCARE|HAIRCARE,store,0,3,73.27333333333333,60.25333333333333,60.25333333333333,60.25333333333333,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,180.76,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|SKINCARE|SKINCARE|FRAGRANCE|SKINCARE,estore,1,1,180.75,180.75,180.75,141.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Haircare + 4 others),Estore,Mixed Basket (Haircare + 4 others) / Estore / Discounted,180.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|FRAGRANCE,store,1,2,79.44,90.19,90.19,76.885,0.5,0.0,0.0,0.0,Discounted,Mixed Basket (Skincare + 3 others),Store,Mixed Basket (Skincare + 3 others) / Store / Discounted,180.38,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|MAEK UP|MAEK UP|MAEK UP|MAEK UP|MAKE UP|MAKE UP,estore,1,1,180.14,180.14,180.14,168.89,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 6 others),Estore,Mixed Basket (Skincare + 6 others) / Estore / Discounted,180.14,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAEK UP|SKINCARE|MAKE UP,store,0,1,179.9,179.9,179.9,179.9,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,179.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|MAKE UP|SKINCARE|MAEK UP|MAKE UP|SKINCARE|MAKE UP|SKINCARE|SKINCARE|MAEK UP|SKINCARE,store,0,1,179.9,179.9,179.9,179.9,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 11 others),Store,Mixed Basket (Skincare + 11 others) / Store / Full Price,179.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP,store,1,1,153.65,153.65,179.65,148.01,1.0,0.0,0.0,96.0,Discounted,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Discounted,179.65,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|MAEK UP|MAKE UP|MAEK UP,store,1,1,62.15,81.56,179.65,143.35000000000002,1.0,0.0,0.0,41.0,Discounted,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Discounted,179.65,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAKE UP|MAEK UP|MAEK UP|SKINCARE|SKINCARE,estore,1,1,179.47,179.47,179.47,136.97,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 5 others),Estore,Mixed Basket (Make Up + 5 others) / Estore / Discounted,179.47,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|FRAGRANCE|SKINCARE|SKINCARE|SKINCARE,store,1,1,134.56,178.93,178.93,102.93,1.0,0.0,0.0,0.0,Discounted,Mixed Basket (Haircare + 4 others),Store,Mixed Basket (Haircare + 4 others) / Store / Discounted,178.93,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAEK UP|SKINCARE|SKINCARE|MAKE UP|MAKE UP,store,0,1,178.88,178.88,178.88,178.88,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,178.88,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|MAEK UP|MAEK UP|MAEK UP|SKINCARE,store,0,1,164.88,178.87,178.87,178.87,1.0,0.0,0.0,53.0,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,178.87,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|SKINCARE|SKINCARE|MAEK UP|MAEK UP|SKINCARE|MAEK UP|MAKE UP|MAEK UP|FRAGRANCE|MAEK UP,store,0,1,178.84,178.84,178.84,178.84,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 10 others),Store,Mixed Basket (Make Up + 10 others) / Store / Full Price,178.84,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|MAKE UP,store,1,1,178.43,178.43,178.43,163.46,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Discounted,178.43,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAKE UP|MAEK UP,store,0,1,73.94,177.89,177.89,177.89,1.0,0.0,0.0,1.0,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,177.89,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAKE UP,store,0,1,127.97,69.82,177.82,167.84,1.0,0.0,0.0,158.0,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,177.82,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|SKINCARE|MAEK UP|SKINCARE|SKINCARE|MAEK UP|MAEK UP,estore,1,1,174.19,146.75,177.49,130.99,1.0,0.0,1.0,259.0,Discounted,Mixed Basket (Skincare + 7 others),Estore,Mixed Basket (Skincare + 7 others) / Estore / Discounted,177.49,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|FRAGRANCE|MAKE UP|MAKE UP,store,1,1,250.5,137.49,177.39000000000001,161.89000000000001,1.0,0.0,0.0,58.0,Discounted,Mixed Basket (Fragrance + 3 others),Store,Mixed Basket (Fragrance + 3 others) / Store / Discounted,177.39000000000001,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAKE UP|MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP,estore,0,1,177.18,177.18,177.18,177.18,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 6 others),Estore,Mixed Basket (Make Up + 6 others) / Estore / Full Price,177.18,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|SKINCARE|SKINCARE|SKINCARE|MAEK UP|MAKE UP|SKINCARE|SKINCARE|SKINCARE,store,0,1,68.92,176.89,176.89,176.89,1.0,0.0,0.0,10.0,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,176.89,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|MAEK UP|MAEK UP|SKINCARE|MAKE UP|MAKE UP|MAEK UP|MAKE UP|MAKE UP,store,0,1,176.76,176.76,176.76,176.76,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,176.76,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|SKINCARE|MAEK UP|MAKE UP|FRAGRANCE|MAKE UP|MAKE UP|SKINCARE,store,1,1,303.69,176.75,176.75,139.5,1.0,0.0,0.0,0.0,Discounted,Mixed Basket (Skincare + 8 others),Store,Mixed Basket (Skincare + 8 others) / Store / Discounted,176.75,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|MAKE UP|SKINCARE|FRAGRANCE|HAIRCARE|SKINCARE|MAEK UP|MAEK UP|SKINCARE,store,1,1,95.95,176.7,176.7,116.39999999999998,1.0,0.0,0.0,17.0,Discounted,Mixed Basket (Others + 8 others),Store,Mixed Basket (Others + 8 others) / Store / Discounted,176.7,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|MAEK UP|MAEK UP|MAKE UP,store,0,2,88.33500000000001,88.33500000000001,88.33500000000001,88.33500000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Haircare + 3 others),Store,Mixed Basket (Haircare + 3 others) / Store / Full Price,176.67000000000002,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|FRAGRANCE,estore,0,1,60.0,98.0,176.4,142.8,1.0,0.0,1.0,21.0,Full Price,Mixed Basket (Haircare + 1 others),Estore,Mixed Basket (Haircare + 1 others) / Estore / Full Price,176.4,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|FRAGRANCE|HAIRCARE|HAIRCARE,store,1,1,175.5,175.5,175.5,112.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 3 others),Store,Mixed Basket (Others + 3 others) / Store / Discounted,175.5,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|SKINCARE|FRAGRANCE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,estore,1,1,175.05,175.05,175.05,155.10000000000002,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 8 others),Estore,Mixed Basket (Skincare + 8 others) / Estore / Discounted,175.05,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|HAIRCARE|MAEK UP|MAKE UP|SKINCARE|SKINCARE|HAIRCARE|MAKE UP|SKINCARE|HAIRCARE|SKINCARE|SKINCARE,store,0,1,358.39,175.0,175.0,175.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 11 others),Store,Mixed Basket (Make Up + 11 others) / Store / Full Price,175.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|HAIRCARE|SKINCARE|MAKE UP|MAKE UP|MAEK UP|MAEK UP,store,0,1,174.98,174.98,174.98,174.98,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Full Price,174.98,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP,store,0,1,174.93,174.93,174.93,174.93,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 7 others),Store,Mixed Basket (Make Up + 7 others) / Store / Full Price,174.93,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|OTHERS|SKINCARE,store,1,1,51.0,174.92000000000002,174.92000000000002,170.93,1.0,0.0,0.0,8.0,Discounted,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Discounted,174.92000000000002,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE|SKINCARE|HAIRCARE|SKINCARE|SKINCARE,store,1,1,174.38,174.38,174.38,169.39,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 9 others),Store,Mixed Basket (Make Up + 9 others) / Store / Discounted,174.38,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
